title,link,tag,desc,page
Georgia lawmakers pass bill banning gender-transition treatments for minors now heads to Gov. Kemp's desk,https://www.foxnews.com/politics/georgia-lawmakers-pass-bill-banning-gender-transition-treatments-minors-now-heads-gov-kemps-desk,GEORGIA,Georgia state lawmakers approved a bill banning gender transition procedures for minors and holding medical professionals criminally and civilly liable for offering them.,https://www.foxnews.com/category/newsedge/politics
China and Russia pose increasing risks to US in new space race,https://www.foxnews.com/world/china-russia-pose-increasing-risks-to-us-in-new-space-race,DEFENSE,China is aiming at becoming the world's dominant space power which poses a threat to U.S. security. Beijing is collaborating with Russia to make their space ambitions possible.,https://www.foxnews.com/category/newsedge/politics
"Trump probe: law enforcement don’t expect arraignment until next week, virtual option not considered",https://www.foxnews.com/politics/trump-probe-law-enforcement-dont-expect-arraignment-next-week-virtual-option-off-table,DONALD TRUMP,"An arraignment of former President Trump after a possible indictment is not expected until next week, law enforcement sources tell Fox News.",https://www.foxnews.com/category/newsedge/politics
Republicans torch Biden veto of bipartisan ESG bill: 'Good luck explaining this one',https://www.foxnews.com/politics/republicans-torch-biden-veto-bipartisan-esg-bill-good-luck-explaining-this,POLITICS,President Biden's first veto of a bipartisan bill striking down his Labor Department's new ESG rule drew sharp rebukes from Republicans in Congress.,https://www.foxnews.com/category/newsedge/politics
FLASHBACK: Treasury Sec. Yellen didn't 'believe' she’d see another financial crisis in her lifetime,https://www.foxnews.com/politics/flashback-treasury-sec-yellen-didnt-believe-shed-see-another-financial-crisis-in-her-lifetime,CABINET,Treasury Secretary Janet Yellen in 2017 remarked that she did not believe another financial crisis like the 2008 crash and Great Recession would happen again in our lifetime.,https://www.foxnews.com/category/newsedge/politics
Trump arraignment may be done virtually to avoid 'tremendous' danger of making arrest,https://www.foxnews.com/politics/trump-arraignment-done-virtually-avoid-tremendous-danger-making-arrest,DONALD TRUMP,"Law enforcement groups are meeting at the NYPD headquarters to discuss the potential indictment and arrest of former President Trump, along with the Secret Service.",https://www.foxnews.com/category/newsedge/politics
"Norfolk Southern CEO 'deeply sorry' for East Palestine disaster, says company will 'make this right'",https://www.foxnews.com/us/norfolk-southern-ceo-deeply-sorry-east-palestine-disaster-company-make-right,OHIO,"Norfolk Southern CEO Alan Shaw vowed that his company would ""make good on its promise"" to clean the site safely and thoroughly.",https://www.foxnews.com/category/newsedge/politics
Biden issues first veto of his presidency over influence from 'MAGA Republicans',https://www.foxnews.com/politics/biden-issues-first-veto-presidency-influence-maga-republicans,JOE BIDEN,"President Biden vetoed his first bill on Monday, criticizing ""MAGA Republicans"" for their influence on the bill. The president singled out Rep. Marjorie Taylor Greene.",https://www.foxnews.com/category/newsedge/politics
Scalise rails against Biden's 'war on American energy' with new bill aimed at lowering costs for families,https://www.foxnews.com/politics/scalise-rails-bidens-war-american-energy-new-bill-aimed-lowering-costs-families,ENERGY,"House Majority Leader Steve Scalise, R-La., caught up with Fox News Digital about his new bill, the Lower Energy Costs Act, that was introduced into Congress last week.",https://www.foxnews.com/category/newsedge/politics
Chris Rock warns arresting Trump will only ‘make him more popular’,https://www.foxnews.com/politics/chris-rock-warns-arresting-trump-only-more-popular,DONALD TRUMP,"Comedian Chris Rock warned lawmakers that former President Trump would only get ""more popular"" if he is arrested this week. Rock compared Trump to Tupac.",https://www.foxnews.com/category/newsedge/politics
Dem senator calls on law enforcement to 'pay attention' to Trump protests ahead of potential arrest,https://www.foxnews.com/politics/dem-senator-calls-law-enforcement-pay-attention-trump-protests-potential-arrest,DONALD TRUMP,"Sen. Mark Kelly, D-Ariz., says Trump supporters have a right to peacefully protest if the former president is arrested, but he urged law enforcement to ""pay attention.""",https://www.foxnews.com/category/newsedge/politics
Marjorie Taylor Greene says Republicans don't need to protest potential Trump arrest,https://www.foxnews.com/politics/marjorie-taylor-greene-republicans-dont-need-protest-potential-trump-arrest,POLITICS,"U.S. Rep. Marjorie Taylor Greene told Republicans to not protest the potential arrest of former President Donald Trump because the Democrats are ""sealing their own fate"" in 2024.",https://www.foxnews.com/category/newsedge/politics
Rep. Fitzpatrick introduces bill to make St. Patrick's Day a federal holiday,https://www.foxnews.com/politics/rep-fitzpatrick-introduces-bill-to-make-st-patricks-day-a-federal-holiday,POLITICS,Pennsylvania GOP Rep. Brian Fitzpatrick took to the floor on Friday to introduce a bill to make St. Patrick's Day a federal holiday.,https://www.foxnews.com/category/newsedge/politics
NRCC drops ‘March to the Left Madness’ bracket as NCAA tournament kicks off,https://www.foxnews.com/politics/nrcc-drops-march-left-madness-bracket-ncaa-tournament,POLITICS,"Fox News Digital exclusively obtained National Republican Congressional Committee's ""March to the Left Madness"" bracket as March Madness officially kicks off.",https://www.foxnews.com/category/newsedge/politics
Senate Republicans introduce bill codifying right to bear arms 'outside your home',https://www.foxnews.com/politics/senate-republicans-introduce-bill-codifying-right-bear-arms-home,SECOND AMENDMENT,Senate Republicans are pushing to codify court rulings ensuring that Americans can both own guns individually and carry them outside their homes for self-defense.,https://www.foxnews.com/category/newsedge/politics
"Lankford, Sinema raise concerns about security of border entry ports preparedness after migrant rush",https://www.foxnews.com/politics/lankford-sinema-raise-concerns-security-border-entry-ports-preparedness,POLITICS,Senators James Lankford and Kyrsten Sinema sent a letter to GSA administrator Carnahan regarding their concerns about southern border entry ports' preparedness.,https://www.foxnews.com/category/newsedge/politics
VP Harris' husband slammed for linking parents’ anger at school boards to Nazi-era 'hate’,https://www.foxnews.com/politics/vp-harris-husband-slammed-linking-parents-anger-school-boards-nazi-era-hate,POLITICS,"Second Gentleman Doug Emhoff, Vice President Kamala Harris' husband, was slammed online for comparing concerned parents at school board meetings to Nazis.",https://www.foxnews.com/category/newsedge/politics
"Michigan high school apologizes for anti-Israel activist at 'diversity assembly,' doesn't mention Jews, Israel",https://www.foxnews.com/politics/michigan-high-school-apologizes-anti-israel-activist-diversity-assembly,POLITICS,"A Michigan high school principal apologized for hosting an anti-Israel activist at a ""student-led diversity assembly"" but did not mention Jewish people or Israel in his apology.",https://www.foxnews.com/category/newsedge/politics
Gen. Mark Milley 'not sure yet' if Russian fighter jet's collision with US drone was 'intentional',https://www.foxnews.com/politics/gen-mark-milley-says-america-doesnt-seek-armed-conflict-after-collision-russian-jet-us-drone,RUSSIA,"Secretary of Defense Lloyd Austin said that the collision of a Russian jet and a US drone on Tuesday follows a pattern of ""unsafe"" and ""risky"" actions by Russia.",https://www.foxnews.com/category/newsedge/politics
Top Republican endorses Ron DeSantis for president despite governor not announcing candidacy,https://www.foxnews.com/politics/top-republican-endorses-ron-desantis-president-governor-not-announcing-candidacy,RON DESANTIS,"Florida Gov. Ron DeSantis has received a top-level Republican endorsement for president, despite not announcing his candidacy. Rep. Chip Roy, R-Texas, gave him his support Wednesday.",https://www.foxnews.com/category/newsedge/politics
Democratic senator turns on Biden nominee Eric Garcetti after receiving 'very credible' information,https://www.foxnews.com/politics/democratic-senator-turns-biden-nominee-eric-garcetti-receiving-very-credible-information,JOE BIDEN,"Sen. Mazie Hirono, D-Hawaii, will vote against President Biden's nominee for ambassador to India, Eric Garcetti, saying she received ""credible information"" that disqualifies him.",https://www.foxnews.com/category/newsedge/politics
"At $900 per ticket, there's no canceling Joe Rogan's Comedy Mothership shows",https://www.foxnews.com/entertainment/900-per-ticket-no-canceling-joe-rogans-comedy-mothership-shows,DIGITAL ORIGINALS,"High demand for Joe Rogan's new comedy club shows proves that Americans are hungry for anti-woke media and tired of cancel culture, club attendees told Fox News.",https://www.foxnews.com/category/newsedge/politics
Flashback: Biden claims to have been arrested on Senate floor when he was 21 years old,https://www.foxnews.com/politics/flashback-biden-claims-arrested-senate-floor-21-years-old,POLITICS,"A clip of President Biden's 2007 interview with David Letterman, when the then-senator claimed to have been arrested at age 21 for illegally entering the Senate chamber, went viral.",https://www.foxnews.com/category/newsedge/politics
"Rick Scott rebukes Biden in budget letter to White House, says he has made 'the situation worse’",https://www.foxnews.com/politics/rick-scott-rebukes-biden-budget-letter-white-house-made-situation-worse,POLITICS,"Senator Rick Scott, a Republican, blasted President Biden and his budget in a letter to the White House budget office director ahead of her Senate committee testimony.",https://www.foxnews.com/category/newsedge/politics
Senate health scares underscore age of American political leaders after McConnell fall,https://www.foxnews.com/politics/senate-health-scares-underscore-age-american-political-leaders-after-mcconnell-fall,POLITICS,"The age of American politicians in power is under scrutiny after Senate Minority Leader Mitch McConnell, 81, fell at a Washington, D.C., dinner last week.",https://www.foxnews.com/category/newsedge/politics
Texas lawmakers react to the El Paso migrant rush: 'Full-blown invasion at our southern border',https://www.foxnews.com/politics/texas-lawmakers-react-el-paso-migrant-rush-full-blown-invasion-southern-border,POLITICS,"Lawmakers from both sides of the aisle weighed in on the at least 1,000 migrants who rushed the U.S.-Mexico border on Sunday in an attempt to gain entry to America.",https://www.foxnews.com/category/newsedge/politics
Texas Rep. Tony Gonzales says migrants who rushed El Paso border were told it was 'day of the migrants',https://www.foxnews.com/politics/texas-rep-tony-gonzales-migrants-rushed-el-paso-border-told-day-migrants,POLITICS,"Texas GOP Rep. Tony Gonzales revealed that the illegal migrants who rushed the border on Sunday were told the U.S. was celebrating ""Día de Los Migrants"" – Day of the Migrants.",https://www.foxnews.com/category/newsedge/politics
"Mayor Eric Adams' church and state remarks 'surprising' but 'encouraging,' says religious liberty group",https://www.foxnews.com/politics/mayor-eric-adams-church-state-remarks-surprising-encouraging-says-pro-religious-liberty-group,FIRST AMENDMENT,Democratic New York City Mayor Eric Adams is being both praised and criticized by organizations for his recent comments on religious liberty.,https://www.foxnews.com/category/newsedge/politics
Rory McIlroy vows to shift his focus to 'being purely a golfer' instead of PGA Tour-LIV rivalry,https://www.foxnews.com/sports/rory-mcilroy-vows-to-shift-his-focus-solely-on-the-game-of-golf-going-forward,PGA TOUR,"After he failed to make the cut at the Players Championship, Rory McIlroy said he will stop focusing on sports politics and instead focus on his game.",https://www.foxnews.com/category/newsedge/politics
Florida lawmaker pushing stricter term-limits to flush out ‘woke’ school board members,https://www.foxnews.com/politics/florida-lawmaker-pushing-stricter-term-limits-flush-woke-school-board-members,DIGITAL ORIGINALS,Florida state Sen. Blaise Ingoglia details his plan to reduce term limits for local school board members and county commissioners across the Sunshine State.,https://www.foxnews.com/category/newsedge/politics
Stacey Abrams' Fair Fight Action fundraises off Alabama tornado aftermath,https://www.foxnews.com/politics/stacey-abrams-fair-fight-action-fundraises-off-alabama-tornado-aftermath,POLITICS,"Stacey Abrams' political nonprofit Fair Fight Action is fundraising off the aftermath of the deadly tornadoes in Alabama and Georgia, according to an email obtained by Fox News Digital.",https://www.foxnews.com/category/newsedge/politics
Rand Paul blasts Fauci after freeze-out allegations: a ‘fact’ Fauci ‘convinced’ scientists to change minds,https://www.foxnews.com/politics/rand-paul-blasts-fauci-freeze-out-allegations-convinced-scientists-change-minds,ANTHONY FAUCI,"Sen. Rand Paul, R-Ky., blasted Dr. Anthony Fauci after the latter disputed allegations of freezing out a former CDC director from a conference call on the origins of COVID-19.",https://www.foxnews.com/category/newsedge/politics
Hawley tells Xi to come clean about COVID origins as his bill goes to Biden's desk: 'Time is up',https://www.foxnews.com/politics/hawley-tells-xi-come-clean-about-covid-origins,POLITICS,"Sen. Josh Hawley, R-Mo., sent a letter to Chinese President Xi Jinping telling him to come clean about the origins of COVID-19 ahead of his bill hitting President Biden's desk.",https://www.foxnews.com/category/newsedge/politics
New York prosecutors signal Trump may face criminal charges from Stormy Daniels scandal,https://www.foxnews.com/politics/new-york-prosecutors-signal-trump-may-face-criminal-charges,POLITICS,Former President Donald Trump may be criminally charged by New York prosecutors after his lawyers were informed that he is welcome to appear before a grand jury next week.,https://www.foxnews.com/category/newsedge/politics
"Biden's budget mentions fentanyl twice, 'queer' 7 times",https://www.foxnews.com/politics/bidens-budget-mentions-fentanyl-twice-queer-7-times,JOE BIDEN,"President Biden's political priorities are on display with his new 2024 budget that mentions ""equity"" 63 times while only mentioning the deadly synthetic opioid ""fentanyl"" twice.",https://www.foxnews.com/category/newsedge/politics
House Judiciary Republicans react after fiery Twitter Files hearings: Democrats ‘embarrassed themselves’,https://www.foxnews.com/politics/house-judiciary-republicans-fiery-twitter-files-hearings-censorship-industrial-complex,POLITICS,Several House Judiciary Committee Republicans sounded off on Democrats demanding that testifying journalists reveal their sources during a select subcommittee hearing.,https://www.foxnews.com/category/newsedge/politics
"Sens. Rounds, Johnson take on ATF, introduce bill to expand full-time travelers’ gun ownership rights",https://www.foxnews.com/politics/senator-rounds-atf-introduces-bill-expand-full-time-travelers-gun-ownership-rights,SENATE,"South Dakota Senator Mike Rounds, a Republican, reintroduced a bill to expand full-time travelers' gun rights amid the ATF's restrictions on physical addresses while buying guns.",https://www.foxnews.com/category/newsedge/politics
California Governor Gavin Newsom tests positive for COVID-19 days after return from 'personal trip',https://www.foxnews.com/politics/california-governor-gavin-newsom-tests-positive-covid-19-days-return-personal-trip,US,California Gov. Gavin Newsom tested positive for COVID-19 for the second time. The diagnosis comes days after his return from a heavily criticized trip to Baja California.,https://www.foxnews.com/category/newsedge/politics
Mitch McConnell hospitalized after fall during private DC dinner,https://www.foxnews.com/politics/mitch-mcconnell-hospitalized-fall-dc-dinner,MITCH MCCONNELL,"Senate Minority Leader Mitch McConnell, R-Ky., was hospitalized in Washington, D.C., after he fell while attending a private dinner Wednesday night. McConnell is 81.",https://www.foxnews.com/category/newsedge/politics
"Whistleblower accuses Biden's US Archivist nominee of ‘abusive,' 'partisan' conduct",https://www.foxnews.com/politics/whistleblower-accuses-bidens-us-archivist-nominee-abusive-partisan-conduct,POLITICS,Fox News Digital received a leaked letter sent by Sen. Josh Hawley to Sen. Gary Peters regarding whistleblower allegations of abuse by President Biden's nominee for U.S. Archivist.,https://www.foxnews.com/category/newsedge/politics
Former CDC director slams gain-of-function research: ‘Probably caused the greatest pandemic’ in history,https://www.foxnews.com/politics/former-cdc-director-slams-gain-function-research-probably-caused-greatest-pandemic-history,POLITICS,"Former CDC director Robert Redfield, a virologist, slammed gain-of-function research as not being worth the risk during the House's COVID-19 origins select committee hearing.",https://www.foxnews.com/category/newsedge/politics
House GOP calls on Marine Corps to fill critical roles with Marines cut due to vax mandate: 'an utter shame',https://www.foxnews.com/politics/house-gop-calls-marine-corps-fill-critical-roles-marines-cut-vax-mandate-utter-shame,POLITICS,Several House Republicans called on the Marine Corps to reach out to marines discharged over the COVID-19 vaccine mandate to fill critical roles in the military amid recruitment issues.,https://www.foxnews.com/category/newsedge/politics
"Embattled Eric Garcetti to have Senate committee vote this week, 600-plus days after nomination",https://www.foxnews.com/politics/embattled-la-mayor-eric-garcetti-have-senate-committee-vote-this-week-600-days-after-nomination,SENATE,The Senate Foreign Relations Committee will vote on the nomination of former Los Angeles Mayor Eric Garcetti to be ambassador to India over 600 days after his initial nomination.,https://www.foxnews.com/category/newsedge/politics
Seven-figure ad campaign exposes billions in Biden's Medicare cuts after accusations GOP wants to slash,https://www.foxnews.com/politics/seven-figure-ad-campaign-exposes-billions-bidens-medicare-cuts-after-accusations-gop-wants-slash,POLITICS,A conservative advocacy organization is pushing back against President Biden's proposed cuts to Medicare Advantage with a seven-figure ad campaign in 14 vulnerable Dem districts.,https://www.foxnews.com/category/newsedge/politics
Sen. Warren weighs in on movement to change Massachusetts state flag over 'White supremacy culture',https://www.foxnews.com/politics/sen-warren-weighs-movement-change-massachusetts-state-flag-white-supremacy-culture,DIGITAL ORIGINALS,"Massachusetts Sen. Elizabeth Warren supports a movement to replace her state's flag and seal. Proponents say the imagery promotes ""White supremacy culture.""",https://www.foxnews.com/category/newsedge/politics
"Arkansas passes sweeping education reform bill, heads to Gov. Sarah Sanders desk",https://www.foxnews.com/politics/arkansas-passes-sweeping-education-reform-bill-heads-gov-sarah-sanders-desk,POLITICS,The Arkansas Senate passed the amended LEARNS Act on Tuesday and the bill headed to Gov. Sarah Huckabee Sanders desk for the governor to sign into law.,https://www.foxnews.com/category/newsedge/politics
"Joe Manchin declines to endorse Biden's 2024 campaign, wants to know 'all the players'",https://www.foxnews.com/politics/joe-manchin-declines-endorse-bidens-2024-campaign-wants-know-all-players,JOE BIDEN,"President Biden doesn't have Sen. Joe Manchin's support for a 2024 presidential run, with the senator saying he would prefer to wait an see who else is running.",https://www.foxnews.com/category/newsedge/politics
"DC Democrats are 'disconnected' from rural America, GOP Sen. and farmer says: Will they sink Tester in 2024?",https://www.foxnews.com/politics/dc-democrats-disconnected-rural-america-gop-tester-2024,ELECTIONS,"Rural and working-class communities have grown increasingly red over time as Americans there feel increasingly ""disconnected"" from Washington, D.C., politics.",https://www.foxnews.com/category/newsedge/politics
"Texas GOP votes to censure Rep. Tony Gonzales over votes on same-sex marriage, guns and border security",https://www.foxnews.com/politics/texas-gop-votes-censure-rep-tony-gonzalez-over-votes-same-sex-marriage-guns-border-security,TEXAS,"The Texas GOP on Saturday voted to censure U.S. Rep. Tony Gonzales, R-Texas, for his votes on a variety of issues, including same-sex marriage and border security.",https://www.foxnews.com/category/newsedge/politics
